decision_date,interval_start,price_yuan_per_kwh,load_forecast_kw,pv_forecast_kw,actual_load_kw,actual_pv_kw,purchase_kwh,charge_kwh,discharge_kwh,emergency_kwh,surplus_kwh,initial_energy_kwh,final_energy_kwh
2025-01-01,2025-01-01T06:00:00,0.9099,4398.0727,388.5494,5369.38,0.0,0.0,0.0,668.2538833333332,226.64278333333345,0.0,10800.0,10057.495685185186
2025-01-01,2025-01-01T06:10:00,0.9368,4454.0123,521.2803,5440.8991,0.4169,0.0,0.0,655.4553333333333,251.2917,0.0,10057.495685185186,9329.211981481481
2025-01-01,2025-01-01T06:20:00,0.8758,4371.7919,672.7677,5316.893,0.0,0.0,0.0,616.5040333333334,269.6447999999999,0.0,9329.211981481481,8644.2075
2025-01-01,2025-01-01T06:30:00,0.8759,4392.953,844.2261,5399.82,0.0,0.0,0.0,591.4544833333334,308.5155166666665,0.0,8644.2075,7987.035851851852
2025-01-01,2025-01-01T06:40:00,0.8601,4384.5956,1039.6744,5447.4007,5.8062,0.0,0.0,557.4868666666666,349.44555,0.0,7987.035851851852,7367.606000000001
2025-01-01,2025-01-01T06:50:00,0.8442,4434.7757,1259.3375,5444.401,0.0,0.0,0.0,529.2397,378.1604666666667,0.0,7367.606000000001,6779.561888888889
2025-01-01,2025-01-01T07:00:00,0.8334,4523.4561,1508.6318,5433.63,3.075,0.0,0.0,502.4707166666667,402.62178333333327,0.0,6779.561888888889,6221.261092592593
2025-01-01,2025-01-01T07:10:00,0.8092,4524.0721,1791.4107,5449.2818,175.7953,0.0,0.0,455.4435666666667,423.4708499999999,0.0,6221.261092592593,5715.212685185185
2025-01-01,2025-01-01T07:20:00,0.7972,4545.8867,2085.4865,5510.0042,421.496,0.0,0.0,410.0667,438.0180000000001,0.0,5715.212685185185,5259.583018518519
2025-01-01,2025-01-01T07:30:00,0.7644,4523.2418,2381.2611,5476.0,677.1,0.0,0.0,356.99678333333327,442.81988333333334,0.0,5259.583018518519,4862.919925925926
2025-01-01,2025-01-01T07:40:00,0.6899,4383.3566,2683.1752,5329.4215,950.8112,0.0,0.0,283.36356666666666,446.40481666666676,0.0,4862.919925925926,4548.071518518518
2025-01-01,2025-01-01T07:50:00,0.86,4910.4599,2986.3552,6084.1163,1255.5705,0.0,0.0,320.68411666666657,484.0735166666667,0.0,4548.071518518518,4191.755833333333
2025-01-01,2025-01-01T08:00:00,1.1617,5799.7327,3289.204,7316.0,1592.2875,0.0,0.0,418.42144999999994,535.5306333333334,0.0,4191.755833333333,3726.8431111111104
2025-01-01,2025-01-01T08:10:00,1.1683,5884.826,3593.3613,7469.4947,1937.5212,0.0,0.0,381.91078333333326,540.0848000000001,0.0,3726.8431111111104,3302.4977962962957
2025-01-01,2025-01-01T08:20:00,1.0956,5748.0713,3890.7332,7225.691,2225.1261,0.0,0.0,309.55634999999995,523.8711333333332,0.0,3302.4977962962957,2958.5462962962956
2025-01-01,2025-01-01T08:30:00,1.0849,5769.0581,4181.3417,7216.13,2490.1125,0.0,0.0,264.61940000000004,523.0501833333333,0.0,2958.5462962962956,2664.52474074074
2025-01-01,2025-01-01T08:40:00,1.061,5754.2105,4471.7657,7361.7004,2826.3146,0.0,0.0,213.74080000000004,542.1568333333332,0.0,2664.52474074074,2427.0349629629623
2025-01-01,2025-01-01T08:50:00,1.043,5824.1807,4752.8272,7275.513,3122.1315,0.0,0.0,178.55891666666673,513.6713333333332,0.0,2427.0349629629623,2228.6361666666658
2025-01-01,2025-01-01T09:00:00,1.036,5954.2601,5021.9074,7077.29,3350.9625,0.0,0.0,155.39211666666677,465.66246666666666,0.0,2228.6361666666658,2055.9782592592583
2025-01-01,2025-01-01T09:10:00,1.0147,5958.9696,5285.4126,7221.8762,3601.7977,0.0,0.0,112.25950000000012,491.0869166666664,0.0,2055.9782592592583,1931.2454814814803
2025-01-01,2025-01-01T09:20:00,0.9922,5929.5554,5543.1742,7229.5513,3875.6352,0.0,0.0,64.3968666666666,494.58915000000013,0.0,1931.2454814814803,1859.6934074074063
2025-01-01,2025-01-01T09:30:00,0.97,5923.7828,5788.4093,7099.33,4149.825,0.0,0.0,22.56224999999995,469.0219166666667,0.0,1859.6934074074063,1834.6242407407397
2025-01-01,2025-01-01T09:40:00,0.9422,5907.586,6012.1304,7297.1521,4403.4802,0.0,17.42406666666659,0.0,499.7027166666667,0.0,1834.6242407407397,1850.3059007407396
2025-01-01,2025-01-01T09:50:00,0.9569,5899.1262,6216.1528,7313.1756,4624.7505,0.0,52.83776666666654,0.0,500.9086166666665,0.0,1850.3059007407396,1897.8598907407395
2025-01-01,2025-01-01T10:00:00,0.9977,5902.2196,6409.5941,7099.46,4836.6375,0.0,84.56241666666665,0.0,461.69950000000006,0.0,1897.8598907407395,1973.9660657407394
2025-01-01,2025-01-01T10:10:00,0.9919,5897.4793,6599.3808,7125.5214,5080.7024,0.0,116.9835833333334,0.0,457.7867500000001,0.0,1973.9660657407394,2079.2512907407395
2025-01-01,2025-01-01T10:20:00,0.9588,5886.7568,6766.7204,7096.3104,5338.7528,0.0,146.66060000000004,0.0,439.58686666666654,0.0,2079.2512907407395,2211.2458307407396
2025-01-01,2025-01-01T10:30:00,0.9549,5873.4708,6914.5923,6986.17,5494.725,0.0,173.52024999999992,0.0,422.0944166666667,0.0,2211.2458307407396,2367.4140557407395
2025-01-01,2025-01-01T10:40:00,0.9839,5858.0308,7064.2053,7098.9702,5437.9778,0.0,201.02908333333323,0.0,477.8611499999997,0.0,2367.4140557407395,2548.3402307407396
2025-01-01,2025-01-01T10:50:00,0.799,5844.9948,7197.4315,7193.993,5396.2126,0.0,225.40611666666655,0.0,525.0361833333333,0.0,2548.3402307407396,2751.2057357407393
2025-01-01,2025-01-01T11:00:00,0.5025,5839.0587,7303.1142,7135.18,5372.1,0.0,244.00925000000007,0.0,537.8559166666668,0.0,2751.2057357407393,2970.8140607407395
2025-01-01,2025-01-01T11:10:00,0.4662,5838.7103,7387.6848,7042.947,5182.9722,575.1709166666665,833.3333333333333,0.0,568.1582166666667,0.0,2970.8140607407395,3720.8140607407395
2025-01-01,2025-01-01T11:20:00,0.5007,5823.4378,7459.227,7069.1675,5131.5011,0.0,272.6315333333332,0.0,595.575933333333,0.0,3720.8140607407395,3966.1824407407394
2025-01-01,2025-01-01T11:30:00,0.4827,5814.7932,7520.7191,7129.17,5294.775,0.0,284.3209833333333,0.0,590.0534833333332,0.0,3966.1824407407394,4222.07132574074
2025-01-01,2025-01-01T11:40:00,0.4785,5832.3951,7568.2039,6971.0393,5434.7444,179.2771713991827,468.5786380658495,0.0,545.3506166666668,0.0,4222.07132574074,4643.792100000004
2025-01-01,2025-01-01T11:50:00,0.4662,5712.901,7592.1539,6648.4937,5455.5011,520.1245166666665,833.3333333333333,0.0,512.0409166666667,0.0,4643.792100000004,5393.792100000004
2025-01-01,2025-01-01T12:00:00,0.4432,5519.4607,7601.0433,6471.29,5331.7125,486.40289999999993,833.3333333333333,0.0,536.8600166666666,0.0,5393.792100000004,6143.792100000004
2025-01-01,2025-01-01T12:10:00,0.4411,5494.7907,7612.316,6681.1855,5126.6533,480.4124499999999,833.3333333333333,0.0,612.0095833333331,0.0,6143.792100000004,6893.792100000004
2025-01-01,2025-01-01T12:20:00,0.4551,5514.4524,7602.6524,6585.2714,5118.4895,485.29999999999995,833.3333333333333,0.0,592.4969833333333,0.0,6893.792100000004,7643.792100000004
2025-01-01,2025-01-01T12:30:00,0.4463,5485.829,7554.1872,6283.97,5302.575,488.6069666666666,833.3333333333333,0.0,508.2922000000002,0.0,7643.792100000004,8393.792100000004
2025-01-01,2025-01-01T12:40:00,0.4113,5462.3628,7472.7384,6547.9322,5399.7996,498.27073333333317,833.3333333333333,0.0,526.4180333333335,0.0,8393.792100000004,9143.792100000004
2025-01-01,2025-01-01T12:50:00,0.5682,5566.1066,7393.4172,6747.6789,5377.6488,0.0,304.5517666666665,0.0,532.8901166666664,0.0,9143.792100000004,9417.888690000003
2025-01-01,2025-01-01T13:00:00,0.8279,5725.7548,7312.7979,6682.36,5261.8125,0.0,264.5071833333334,0.0,501.2651000000001,0.0,9417.888690000003,9655.945155000003
2025-01-01,2025-01-01T13:10:00,0.8636,5739.4957,7194.541,6790.9628,5097.6164,0.0,242.50754999999992,0.0,524.7319500000002,0.0,9655.945155000003,9874.201950000002
2025-01-01,2025-01-01T13:20:00,0.8416,5714.6836,7053.1371,6916.0165,5029.4534,0.0,223.07558333333316,0.0,537.5027666666665,0.0,9874.201950000002,10074.969975000002
2025-01-01,2025-01-01T13:30:00,0.8618,5717.8505,6910.4064,6834.78,5043.8625,0.0,198.75931666666656,0.0,497.2455666666664,0.0,10074.969975000002,10253.853360000001
2025-01-01,2025-01-01T13:40:00,0.8623,5708.2486,6772.4075,6546.5252,4973.5844,0.0,177.3598166666668,0.0,439.5166166666669,0.0,10253.853360000001,10413.477195000001
2025-01-01,2025-01-01T13:50:00,0.9026,5696.9182,6607.36,6539.873,4769.7524,0.0,151.74029999999982,0.0,446.76039999999966,0.0,10413.477195000001,10550.043465
2025-01-01,2025-01-01T14:00:00,0.9754,5692.2983,6412.5085,6773.97,4478.625,0.0,120.0350333333331,0.0,502.5925333333332,0.0,10550.043465,10658.074995
2025-01-01,2025-01-01T14:10:00,1.0002,5687.1291,6214.0158,6736.8117,4209.3909,0.0,87.81445000000008,0.0,509.0512500000001,0.0,10658.074995,10737.108
2025-01-01,2025-01-01T14:20:00,0.9978,5678.962,6000.7112,6623.3813,4060.4316,0.0,53.62486666666655,0.0,480.78314999999986,0.0,10737.108,10785.37038
2025-01-01,2025-01-01T14:30:00,1.0271,5669.4508,5766.9816,6548.98,3934.425,0.0,16.255133333333447,0.0,452.01429999999993,0.0,10785.37038,10800.0
2025-01-01,2025-01-01T14:40:00,1.0906,5664.1948,5521.5066,6398.5627,3648.1229,0.0,0.0,23.781366666666713,434.6252666666667,0.0,10800.0,10773.57625925926
2025-01-01,2025-01-01T14:50:00,0.9376,5672.7011,5268.781,6196.5854,3431.0164,0.0,0.0,67.32001666666679,393.6081499999999,0.0,10773.57625925926,10698.77624074074
2025-01-01,2025-01-01T15:00:00,0.6694,5682.2544,5009.7152,6154.69,3327.3375,112.0898666666667,0.0,0.0,359.13554999999985,0.0,10698.77624074074,10698.77624074074
2025-01-01,2025-01-01T15:10:00,0.66,5669.0195,4743.4484,6459.5818,3139.1175,266.73269362139905,112.47084362139907,0.0,399.1488666666669,0.0,10698.77624074074,10800.0
2025-01-01,2025-01-01T15:20:00,0.7217,5656.3651,4471.224,6622.8857,2860.4253,197.52351666666664,0.0,0.0,429.55321666666674,0.0,10800.0,10800.0
2025-01-01,2025-01-01T15:30:00,0.7308,5657.0867,4188.2025,6493.61,2505.0,244.8140333333332,0.0,0.0,419.9543,0.0,10800.0,10800.0
2025-01-01,2025-01-01T15:40:00,0.7534,5662.6008,3889.3931,6375.0516,2089.695,295.5346166666667,0.0,0.0,418.69148333333317,0.0,10800.0,10800.0
2025-01-01,2025-01-01T15:50:00,0.7823,5669.2596,3594.5946,6354.113,1762.1562,345.77750000000015,0.0,0.0,419.54863333333316,0.0,10800.0,10800.0
2025-01-01,2025-01-01T16:00:00,0.8055,5673.4767,3303.8878,6404.25,1525.8,394.9314833333333,0.0,0.0,418.14351666666676,0.0,10800.0,10800.0
2025-01-01,2025-01-01T16:10:00,0.8271,5671.0146,2998.4247,6444.972,1249.2025,445.4316500000001,0.0,-0.0,420.52993333333325,0.0,10800.0,10800.0
2025-01-01,2025-01-01T16:20:00,0.8519,5661.5926,2687.4131,6399.4586,968.2219,495.69658333333325,0.0,-0.0,409.5095333333335,0.0,10800.0,10800.0
2025-01-01,2025-01-01T16:30:00,0.8791,5665.8922,2383.1779,6292.15,706.6125,547.11905,0.0,-0.0,383.8038666666666,0.0,10800.0,10800.0
2025-01-01,2025-01-01T16:40:00,0.9024,5689.0372,2089.1246,6236.9153,440.4383,599.9854333333333,0.0,-0.0,366.09406666666666,0.0,10800.0,10800.0
2025-01-01,2025-01-01T16:50:00,0.9163,5603.6614,1791.0829,6299.9437,180.885,635.4297499999999,0.0,-0.0,384.41336666666683,0.0,10800.0,10800.0
2025-01-01,2025-01-01T17:00:00,0.9264,5466.7124,1501.7283,6389.06,2.9625,660.8306833333334,0.0,-0.0,403.51890000000014,0.0,10800.0,10800.0
2025-01-01,2025-01-01T17:10:00,0.9462,5467.3939,1255.1723,6325.1833,0.0,702.0369333333333,0.0,-0.0,352.1602833333334,0.0,10800.0,10800.0
2025-01-01,2025-01-01T17:20:00,0.9742,5464.727,1036.3323,6169.4734,5.9578,738.0657833333333,0.0,-0.0,289.1868166666667,0.0,10800.0,10800.0
2025-01-01,2025-01-01T17:30:00,0.9862,5492.4458,836.7775,6191.99,0.0,775.9447166666666,0.0,-0.0,256.0536166666666,0.0,10800.0,10800.0
2025-01-01,2025-01-01T17:40:00,0.976,5621.7308,665.2313,6464.5067,0.0,826.08325,0.0,0.0,251.3345333333333,0.0,10800.0,10800.0
2025-01-01,2025-01-01T17:50:00,1.0742,5091.2126,516.6758,5764.0309,0.4277,762.4227999999999,0.0,-0.0,198.17773333333332,0.0,10800.0,10800.0
2025-01-01,2025-01-01T18:00:00,1.2313,4208.5688,386.6731,4529.45,0.0,636.9826166666667,0.0,-0.0,117.92571666666663,0.0,10800.0,10800.0
2025-01-01,2025-01-01T18:10:00,1.2561,4122.7611,275.7933,4490.5328,0.0,531.8940499999999,0.0,109.26725000000005,107.26083333333344,0.0,10800.0,10678.591944444444
2025-01-01,2025-01-01T18:20:00,1.2447,4255.9358,182.9526,4644.0206,0.0307,678.8305333333333,0.0,0.0,95.16778333333336,0.0,10678.591944444444,10678.591944444444
2025-01-01,2025-01-01T18:30:00,1.2545,4225.9524,108.3414,4469.21,0.0,686.2684999999999,0.0,0.0,58.599833333333436,0.0,10678.591944444444,10678.591944444444
2025-01-01,2025-01-01T18:40:00,1.2522,4233.3384,54.3121,4470.465,0.0,696.5043833333333,0.0,0.0,48.57311666666669,0.0,10678.591944444444,10678.591944444444
2025-01-01,2025-01-01T18:50:00,1.2881,4246.4625,18.6569,4510.8756,0.0022,0.0,0.0,704.6342666666666,47.17796666666686,0.0,10678.591944444444,9895.664981481481
2025-01-01,2025-01-01T19:00:00,1.3466,4239.1795,0.2753,4486.17,0.0,0.0,0.0,706.4840333333333,41.210966666666764,0.0,9895.664981481481,9110.682722222222
2025-01-01,2025-01-01T19:10:00,1.3523,4244.6684,0.2296,4471.7293,0.0,0.0,0.0,707.4064666666666,37.881750000000125,0.0,9110.682722222222,8324.675537037037
2025-01-01,2025-01-01T19:20:00,1.3445,4251.9187,0.6007,4439.8235,0.0,0.0,0.0,708.553,31.41758333333337,0.0,8324.675537037037,7537.394425925927
2025-01-01,2025-01-01T19:30:00,1.3483,4256.6813,0.0,4387.19,0.0,0.0,0.0,709.4468833333333,21.751449999999977,0.0,7537.394425925927,6749.120111111112
2025-01-01,2025-01-01T19:40:00,1.349,4267.3947,0.0,4347.9765,0.0,0.0,0.0,711.23245,13.430299999999988,0.0,6749.120111111112,5958.861833333334
2025-01-01,2025-01-01T19:50:00,1.3473,4269.975,0.0,4300.6345,0.0,0.0,0.0,711.6625,5.109916666666663,0.0,5958.861833333334,5168.125722222223
2025-01-01,2025-01-01T20:00:00,1.3482,4268.6702,0.0,4315.99,0.0,0.0,0.0,711.4450333333332,7.886633333333407,0.0,5168.125722222223,4377.631240740741
2025-01-01,2025-01-01T20:10:00,1.3513,4282.2245,0.0,4483.2744,0.0,0.0,0.0,713.7040833333333,33.5083166666667,0.0,4377.631240740741,3584.626703703704
2025-01-01,2025-01-01T20:20:00,1.34,4291.7049,0.0,4551.706,0.0,0.0,0.0,715.28415,43.333516666666696,0.0,3584.626703703704,2789.8665370370372
2025-01-01,2025-01-01T20:30:00,1.3489,4291.3611,0.0,4499.8,0.0,0.0,0.0,715.22685,34.739816666666684,0.0,2789.8665370370372,1995.170037037037
2025-01-01,2025-01-01T20:40:00,1.3952,4293.9182,0.0,4535.0935,0.0,0.0,0.0,715.6530333333333,40.19588333333343,0.0,1995.170037037037,1200.0
2025-01-01,2025-01-01T20:50:00,1.2226,4295.2135,0.0,4528.916,0.0,715.8689166666666,0.0,-0.0,38.9504166666668,0.0,1200.0,1200.0
2025-01-01,2025-01-01T21:00:00,0.9332,4302.0307,0.0,4483.51,0.0,717.0051166666667,0.0,0.0,30.246549999999957,0.0,1200.0,1200.0
2025-01-01,2025-01-01T21:10:00,0.9068,4320.9618,0.0,4548.2302,0.0,720.1603,0.0,0.0,37.878066666666655,0.0,1200.0,1200.0
2025-01-01,2025-01-01T21:20:00,0.9371,4302.3292,0.0,4595.6841,0.0,717.0548666666666,0.0,0.0,48.892483333333416,0.0,1200.0,1200.0
2025-01-01,2025-01-01T21:30:00,0.9371,4322.6758,0.0,4620.9,0.0,720.4459666666667,0.0,0.0,49.704033333333314,0.0,1200.0,1200.0
2025-01-01,2025-01-01T21:40:00,0.9871,4428.8083,0.0,4653.7148,0.0,738.1347166666666,0.0,-0.0,37.484416666666675,0.0,1200.0,1200.0
2025-01-01,2025-01-01T21:50:00,0.7764,4030.1614,0.0,4131.9845,0.0,671.6935666666666,0.0,-0.0,16.97051666666664,0.0,1200.0,1200.0
2025-01-01,2025-01-01T22:00:00,0.4209,3362.7419,0.0,3363.0,0.0,1393.7903166666665,833.3333333333333,0.0,0.04301666666674464,0.0,1200.0,1950.0
2025-01-01,2025-01-01T22:10:00,0.3859,3309.3934,0.0,3305.7588,0.0,1384.8989,833.3333333333333,0.0,0.0,0.6057666666667956,1950.0,2700.0
2025-01-01,2025-01-01T22:20:00,0.4368,3412.9563,0.0,3470.932,0.0,1235.4927166666666,666.6666666666666,0.0,9.662616666666509,0.0,2700.0,3300.0
2025-01-01,2025-01-01T22:30:00,0.4198,3381.9313,0.0,3521.37,0.0,1396.98855,833.3333333333333,0.0,23.239783333333207,0.0,3300.0,4050.0
2025-01-01,2025-01-01T22:40:00,0.4186,3386.5592,0.0,3561.5279,0.0,1397.7598666666665,833.3333333333333,0.0,29.16145000000006,0.0,4050.0,4800.0
2025-01-01,2025-01-01T22:50:00,0.4241,3400.4846,0.0,3386.068,0.0,1400.0807666666665,833.3333333333333,0.0,0.0,2.4027666666665937,4800.0,5550.0
2025-01-01,2025-01-01T23:00:00,0.4237,3399.2426,0.0,3289.99,0.0,1399.8737666666666,833.3333333333333,0.0,0.0,18.208766666666634,5550.0,6300.0
2025-01-01,2025-01-01T23:10:00,0.4248,3406.9809,0.0,3774.2552,0.0,1401.1634833333333,833.3333333333333,0.0,61.21238333333349,0.0,6300.0,7050.0
2025-01-01,2025-01-01T23:20:00,0.424,3416.1518,0.0,3883.62,0.0,1402.6919666666665,833.3333333333333,0.0,77.91136666666671,0.0,7050.0,7800.0
2025-01-01,2025-01-01T23:30:00,0.422,3421.9811,0.0,3525.14,0.0,1403.6635166666665,833.3333333333333,0.0,17.19315000000006,0.0,7800.0,8550.0
2025-01-01,2025-01-01T23:40:00,0.424,3429.6923,0.0,3553.5909,0.0,1404.9487166666665,833.3333333333333,0.0,20.649766666666665,0.0,8550.0,9300.0
2025-01-01,2025-01-01T23:50:00,0.4271,3439.061,0.0,3697.1141,0.0,1406.5101666666665,833.3333333333333,0.0,43.008850000000166,0.0,9300.0,10050.0
2025-01-01,2025-01-02T00:00:00,0.4276,3444.7259,0.0,3696.7,0.0,1407.4543166666665,833.3333333333333,0.0,41.99568333333332,0.0,10050.0,10800.0
2025-01-02,2025-01-02T00:10:00,0.4248,3529.7296,0.0,3622.5509,0.0,603.2687666666667,0.0,-0.0,0.489716666666709,0.0,10800.0,10800.0
2025-01-02,2025-01-02T00:20:00,0.4245,3609.5287,0.0,3622.7611,0.0,630.1796999999999,0.0,0.0,0.0,26.38618333333318,10800.0,10800.0
2025-01-02,2025-01-02T00:30:00,0.4269,3726.56,0.0,3708.23,0.0,668.1361499999999,0.0,-0.0,0.0,50.09781666666663,10800.0,10800.0
2025-01-02,2025-01-02T00:40:00,0.4272,3510.6311,0.0,3750.5226,0.0,594.46975,0.0,0.0,30.617349999999988,0.0,10800.0,10800.0
2025-01-02,2025-01-02T00:50:00,0.4271,3502.5625,0.0,3684.9038,0.0,591.0496166666667,0.0,0.0,23.101016666666624,0.0,10800.0,10800.0
2025-01-02,2025-01-02T01:00:00,0.4285,3787.01,0.0,3644.14,0.0,685.6966500000001,0.0,-0.0,0.0,78.33998333333341,10800.0,10800.0
2025-01-02,2025-01-02T01:10:00,0.4311,3900.3205,0.0,3809.298,0.0,722.2471333333333,0.0,-0.0,0.0,87.36413333333337,10800.0,10800.0
2025-01-02,2025-01-02T01:20:00,0.4302,3916.8376,0.0,3855.1226,0.0,727.6186666666665,0.0,0.0,0.0,85.09823333333316,10800.0,10800.0
2025-01-02,2025-01-02T01:30:00,0.4279,3817.28,0.0,3783.78,0.0,694.5986166666668,0.0,0.0,0.0,63.968616666666776,10800.0,10800.0
2025-01-02,2025-01-02T01:40:00,0.4312,3533.0136,0.0,3907.3849,0.0,597.25575,0.0,-0.0,53.975066666666635,0.0,10800.0,10800.0
2025-01-02,2025-01-02T01:50:00,0.4333,3694.6613,0.0,3968.2398,0.0,649.03975,0.0,-0.0,12.333549999999946,0.0,10800.0,10800.0
2025-01-02,2025-01-02T02:00:00,0.4311,4064.73,0.0,3886.77,0.0,771.8359499999999,0.0,0.0,0.0,124.04094999999995,10800.0,10800.0
2025-01-02,2025-01-02T02:10:00,0.4293,3810.671,0.0,3865.3901,0.0,686.0187499999998,0.0,0.0,0.0,41.78706666666653,10800.0,10800.0
